Entry Time,Exit Time,Gross,Lane,Lot,Rate,Ticket,Transaction Number
1/4/2011 18:38,1/4/2011 18:39,$7.00 ,39,7,4,0,30174
1/4/2011 18:38,1/4/2011 18:39,$7.00 ,10,7,4,0,88065
1/4/2011 18:38,1/4/2011 19:19,$2.00 ,23,4,1,75897,404
1/4/2011 18:38,1/4/2011 20:28,$4.00 ,21,8,3,25158,139
1/4/2011 18:39,1/4/2011 18:40,$7.00 ,6,5,5,0,582
1/4/2011 18:39,1/4/2011 23:49,$0.00 ,26,7,7,0,437
1/4/2011 18:40,1/4/2011 18:41,$7.00 ,10,7,4,0,88066
1/4/2011 18:40,1/4/2011 18:41,$7.00 ,10,7,4,0,88067
1/4/2011 18:40,1/4/2011 23:17,$0.00 ,29,5,7,0,28
1/4/2011 18:41,1/4/2011 18:42,$7.00 ,10,7,4,0,88068
1/4/2011 18:41,1/4/2011 23:28,$0.00 ,26,7,7,0,435
1/4/2011 18:42,1/4/2011 18:43,$7.00 ,10,7,4,0,88069
1/4/2011 18:42,1/4/2011 20:29,$4.00 ,21,8,3,43446,140
1/4/2011 18:43,1/4/2011 18:44,$7.00 ,7,5,5,0,59614
1/4/2011 18:43,1/4/2011 18:44,$7.00 ,10,7,4,0,88070
1/4/2011 18:43,1/4/2011 21:50,$7.00 ,23,4,1,75898,413
1/4/2011 18:44,1/4/2011 18:45,$7.00 ,10,7,4,0,88071
1/4/2011 18:44,1/4/2011 18:45,$7.00 ,10,7,4,0,88072
1/4/2011 18:44,1/4/2011 21:45,$6.00 ,21,8,3,25160,147
1/4/2011 18:44,1/4/2011 22:14,$7.00 ,20,8,3,43447,145
1/4/2011 18:45,1/4/2011 18:46,$7.00 ,7,5,5,0,59615
1/4/2011 18:45,1/4/2011 18:46,$7.00 ,16,5,5,0,16169
1/4/2011 18:45,1/4/2011 18:46,$7.00 ,10,7,4,0,88074
1/4/2011 18:45,1/4/2011 18:46,$7.00 ,10,7,4,0,88073
1/4/2011 18:46,1/4/2011 18:47,$7.00 ,10,7,4,0,88075
1/4/2011 18:46,1/4/2011 18:47,$7.00 ,10,7,4,0,88076
1/4/2011 18:47,1/4/2011 18:48,$7.00 ,7,5,5,0,59616
1/4/2011 18:48,1/4/2011 18:49,$7.00 ,10,7,4,0,88078
1/4/2011 18:49,1/4/2011 18:50,$7.00 ,7,5,5,0,59617
1/4/2011 18:49,1/4/2011 18:50,$7.00 ,6,5,5,0,583
1/4/2011 18:49,1/4/2011 18:50,$7.00 ,10,7,4,0,88079
1/4/2011 18:49,1/4/2011 18:50,$7.00 ,10,7,4,0,88080
1/4/2011 18:50,1/4/2011 18:51,$7.00 ,7,5,5,0,59618
1/4/2011 18:50,1/4/2011 18:51,$7.00 ,10,7,4,0,88081
1/4/2011 18:50,1/4/2011 20:17,$3.00 ,23,4,1,75899,407
1/4/2011 18:51,1/4/2011 18:52,$7.00 ,6,5,5,0,584
1/4/2011 18:51,1/4/2011 18:52,$7.00 ,7,5,5,0,59619
1/4/2011 18:51,1/4/2011 18:52,$7.00 ,10,7,4,0,88082
1/4/2011 18:51,1/4/2011 18:52,$7.00 ,10,7,4,0,88083
1/4/2011 18:52,1/4/2011 18:53,$7.00 ,16,5,5,0,16170
1/4/2011 18:52,1/4/2011 18:53,$7.00 ,39,7,4,0,30175
1/4/2011 18:52,1/4/2011 18:53,$7.00 ,10,7,4,0,88084
1/4/2011 18:52,1/4/2011 18:53,$7.00 ,10,7,4,0,88085
1/4/2011 18:53,1/4/2011 18:54,$7.00 ,7,5,5,0,59620
1/4/2011 18:53,1/4/2011 18:54,$7.00 ,7,5,5,0,59621
1/4/2011 18:53,1/4/2011 18:54,$7.00 ,6,5,5,0,585
1/4/2011 18:53,1/4/2011 18:54,$7.00 ,16,5,5,0,16171
1/4/2011 18:53,1/4/2011 18:54,$7.00 ,10,7,4,0,88086
1/4/2011 18:53,1/4/2011 18:54,$7.00 ,10,7,4,0,88087
1/4/2011 18:53,1/4/2011 18:54,$7.00 ,10,7,4,0,88088
1/4/2011 18:53,1/4/2011 20:51,$4.00 ,21,8,3,8220,142
1/4/2011 18:53,1/4/2011 21:11,$5.00 ,22,4,1,75900,301
1/4/2011 18:54,1/4/2011 18:55,$7.00 ,16,5,5,0,16172
1/4/2011 18:54,1/4/2011 18:55,$7.00 ,39,7,4,0,30176
1/4/2011 18:54,1/4/2011 18:55,$7.00 ,10,7,4,0,88089
1/4/2011 18:54,1/4/2011 18:55,$7.00 ,10,7,4,0,88090
1/4/2011 18:55,1/4/2011 18:56,$7.00 ,10,7,4,0,88091
1/4/2011 18:55,1/4/2011 22:13,$7.00 ,39,7,4,4104,30198
1/4/2011 18:56,1/4/2011 18:57,$7.00 ,16,5,5,0,16173
1/4/2011 18:56,1/4/2011 18:57,$7.00 ,7,5,5,0,59622
1/4/2011 18:56,1/4/2011 18:57,$7.00 ,10,7,4,0,88092
1/4/2011 18:56,1/4/2011 18:57,$7.00 ,10,7,4,0,88094
1/4/2011 18:56,1/4/2011 20:39,$3.00 ,24,6,2,20129,392
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,16,5,5,0,16174
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,16,5,5,0,16175
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,6,5,5,0,586
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,7,5,5,0,59623
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,7,5,5,0,59624
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,10,7,4,0,88095
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,10,7,4,0,88096
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,10,7,4,0,88097
1/4/2011 18:57,1/4/2011 18:58,$7.00 ,39,7,4,0,30177
1/4/2011 18:58,1/4/2011 18:59,$7.00 ,6,5,5,0,587
1/4/2011 18:58,1/4/2011 18:59,$7.00 ,16,5,5,0,16176
1/4/2011 18:58,1/4/2011 18:59,$7.00 ,16,5,5,0,16177
1/4/2011 18:58,1/4/2011 18:59,$7.00 ,7,5,5,0,59625
1/4/2011 18:58,1/4/2011 18:59,$7.00 ,10,7,4,0,88098
1/4/2011 18:58,1/4/2011 18:59,$7.00 ,39,7,4,0,30178
1/4/2011 18:59,1/4/2011 19:00,$7.00 ,16,5,5,0,16178
1/4/2011 18:59,1/4/2011 19:00,$7.00 ,16,5,5,0,16179
1/4/2011 18:59,1/4/2011 19:00,$7.00 ,7,5,5,0,59626
1/4/2011 18:59,1/4/2011 19:00,$7.00 ,7,5,5,0,59627
1/4/2011 18:59,1/4/2011 19:00,$7.00 ,7,5,5,0,59628
1/4/2011 18:59,1/4/2011 19:00,$7.00 ,10,7,4,0,88099
1/4/2011 18:59,1/4/2011 19:00,$7.00 ,10,7,4,0,88100
1/4/2011 18:59,1/4/2011 22:07,$7.00 ,11,7,4,4105,263
1/4/2011 18:59,1/4/2011 22:13,$0.00 ,11,7,7,0,269
1/4/2011 19:00,1/4/2011 19:01,$7.00 ,7,5,5,0,59629
1/4/2011 19:00,1/4/2011 19:01,$7.00 ,7,5,5,0,59630
1/4/2011 19:00,1/4/2011 19:01,$7.00 ,16,5,5,0,16180
1/4/2011 19:00,1/4/2011 19:01,$7.00 ,16,5,5,0,16181
1/4/2011 19:00,1/4/2011 19:01,$7.00 ,39,7,4,0,30179
1/4/2011 19:00,1/4/2011 19:01,$7.00 ,10,7,4,0,88101
1/4/2011 19:00,1/4/2011 19:01,$7.00 ,10,7,4,0,88102
1/4/2011 19:00,1/4/2011 20:23,$3.00 ,22,4,1,75901,300
1/4/2011 19:00,1/4/2011 20:39,$4.00 ,21,8,3,25161,141
1/4/2011 19:00,1/4/2011 22:10,$0.00 ,11,7,7,0,265
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,7,5,5,0,59631
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,7,5,5,0,59632
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,16,5,5,0,16182
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,16,5,5,0,16183
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,39,7,4,0,30180
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,39,7,4,0,30181
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,10,7,4,0,88103
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,10,7,4,0,88104
1/4/2011 19:01,1/4/2011 19:02,$7.00 ,10,7,4,0,88105
1/4/2011 19:02,1/4/2011 19:03,$7.00 ,7,5,5,0,59633
1/4/2011 19:02,1/4/2011 19:03,$7.00 ,7,5,5,0,59634
1/4/2011 19:02,1/4/2011 19:03,$7.00 ,7,5,5,0,59635
1/4/2011 19:02,1/4/2011 19:03,$7.00 ,16,5,5,0,16184
1/4/2011 19:02,1/4/2011 19:03,$7.00 ,16,5,5,0,16185
1/4/2011 19:02,1/4/2011 19:03,$7.00 ,10,7,4,0,88106
1/4/2011 19:02,1/4/2011 19:03,$7.00 ,10,7,4,0,88107
1/4/2011 19:02,1/4/2011 20:37,$3.00 ,24,6,2,20130,391
1/4/2011 19:03,1/4/2011 19:04,$7.00 ,16,5,5,0,16186
1/4/2011 19:03,1/4/2011 19:04,$7.00 ,16,5,5,0,16187
1/4/2011 19:03,1/4/2011 19:04,$7.00 ,6,5,5,0,588
1/4/2011 19:03,1/4/2011 19:04,$7.00 ,7,5,5,0,59636
1/4/2011 19:03,1/4/2011 19:04,$7.00 ,7,5,5,0,59637
1/4/2011 19:03,1/4/2011 19:04,$7.00 ,10,7,4,0,88108
1/4/2011 19:03,1/4/2011 19:04,$7.00 ,39,7,4,0,30182
1/4/2011 19:04,1/4/2011 19:05,$7.00 ,7,5,5,0,59638
1/4/2011 19:04,1/4/2011 19:05,$7.00 ,7,5,5,0,59639
1/4/2011 19:04,1/4/2011 19:05,$7.00 ,10,7,4,0,88109
1/4/2011 19:04,1/4/2011 22:12,$7.00 ,11,7,4,4106,267
1/4/2011 19:04,1/4/2011 22:57,$0.00 ,28,5,7,0,60
1/4/2011 19:04,1/4/2011 23:48,$0.00 ,29,5,7,0,30
1/4/2011 19:05,1/4/2011 19:06,$7.00 ,16,5,5,0,16188
1/4/2011 19:05,1/4/2011 19:06,$7.00 ,16,5,5,0,16189
1/4/2011 19:05,1/4/2011 19:06,$7.00 ,6,5,5,0,589
1/4/2011 19:05,1/4/2011 19:06,$7.00 ,7,5,5,0,59640
1/4/2011 19:05,1/4/2011 19:06,$7.00 ,7,5,5,0,59641
1/4/2011 19:05,1/4/2011 19:06,$7.00 ,7,5,5,0,59642
1/4/2011 19:05,1/4/2011 19:06,$7.00 ,10,7,4,0,88110
1/4/2011 19:05,1/5/2011 0:01,$7.00 ,23,4,1,75902,416
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,16,5,5,0,16190
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,16,5,5,0,16191
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,16,5,5,0,16192
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,6,5,5,0,590
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,39,7,4,0,30184
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,39,7,4,0,30183
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,10,7,4,0,88112
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,10,7,4,0,88113
1/4/2011 19:06,1/4/2011 19:07,$7.00 ,10,7,4,0,88114
1/4/2011 19:06,1/4/2011 22:14,$7.00 ,11,7,4,4107,271
1/4/2011 19:07,1/4/2011 19:08,$7.00 ,6,5,5,0,592
1/4/2011 19:07,1/4/2011 19:08,$7.00 ,6,5,5,0,591
1/4/2011 19:07,1/4/2011 19:08,$7.00 ,39,7,4,0,30185
1/4/2011 19:07,1/4/2011 19:08,$7.00 ,10,7,4,0,88115
1/4/2011 19:07,1/4/2011 19:08,$7.00 ,10,7,4,0,88116
1/4/2011 19:08,1/4/2011 19:09,$7.00 ,7,5,5,0,59643
1/4/2011 19:08,1/4/2011 19:09,$7.00 ,6,5,5,0,593
1/4/2011 19:08,1/4/2011 19:09,$7.00 ,39,7,4,0,30187
1/4/2011 19:08,1/4/2011 19:09,$7.00 ,39,7,4,0,30186
1/4/2011 19:08,1/4/2011 19:09,$7.00 ,10,7,4,0,88117
1/4/2011 19:08,1/4/2011 20:17,$3.00 ,21,8,3,25162,136
1/4/2011 19:08,1/4/2011 22:55,$0.00 ,25,7,7,0,194
1/4/2011 19:09,1/4/2011 19:10,$7.00 ,7,5,5,0,59644
1/4/2011 19:09,1/4/2011 19:10,$7.00 ,7,5,5,0,59645
1/4/2011 19:09,1/4/2011 19:10,$7.00 ,6,5,5,0,594
1/4/2011 19:09,1/4/2011 19:10,$7.00 ,6,5,5,0,595
1/4/2011 19:09,1/4/2011 19:10,$7.00 ,10,7,4,0,88118
1/4/2011 19:09,1/4/2011 19:10,$7.00 ,10,7,4,0,88119
1/4/2011 19:09,1/4/2011 19:10,$7.00 ,10,7,4,0,88120
1/4/2011 19:09,1/4/2011 20:21,$3.00 ,27,2,6,6397,336
1/4/2011 19:09,1/4/2011 20:21,$3.00 ,23,4,1,75903,408
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,16,5,5,0,16193
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,16,5,5,0,16194
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,6,5,5,0,596
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,7,5,5,0,59646
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,7,5,5,0,59647
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,10,7,4,0,88121
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,39,7,4,0,30190
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,39,7,4,0,30188
1/4/2011 19:10,1/4/2011 19:11,$7.00 ,39,7,4,0,30189
1/4/2011 19:10,1/4/2011 19:17,$1.00 ,20,8,3,8221,140
1/4/2011 19:10,1/4/2011 22:08,$6.00 ,11,7,4,4108,264
1/4/2011 19:10,1/4/2011 22:26,$0.00 ,29,5,7,0,27
1/4/2011 19:10,1/4/2011 22:49,$0.00 ,26,7,7,0,434
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,7,5,5,0,59648
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,7,5,5,0,59649
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,16,5,5,0,16195
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,16,5,5,0,16196
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,6,5,5,0,597
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,10,7,4,0,88122
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,10,7,4,0,88123
1/4/2011 19:11,1/4/2011 19:12,$7.00 ,10,7,4,0,88124
1/4/2011 19:11,1/4/2011 19:39,$1.00 ,21,8,3,25163,135
1/4/2011 19:11,1/4/2011 20:21,$3.00 ,21,8,3,25164,138
1/4/2011 19:11,1/4/2011 20:22,$3.00 ,27,2,6,6398,337
1/4/2011 19:12,1/4/2011 19:13,$7.00 ,16,5,5,0,16197
1/4/2011 19:12,1/4/2011 19:13,$7.00 ,10,7,4,0,88125
1/4/2011 19:13,1/4/2011 19:14,$7.00 ,10,7,4,0,88126
1/4/2011 19:13,1/4/2011 19:14,$7.00 ,39,7,4,0,30191
1/4/2011 19:13,1/4/2011 20:44,$6.00 ,44,15,2,67966,37231
1/4/2011 19:13,1/4/2011 20:44,$6.00 ,44,15,2,67965,37232
1/4/2011 19:13,1/4/2011 20:45,$6.00 ,44,15,2,67963,37233
1/4/2011 19:13,1/4/2011 20:45,$6.00 ,44,15,2,67964,37234
1/4/2011 19:14,1/4/2011 19:15,$7.00 ,16,5,5,0,16198
1/4/2011 19:14,1/4/2011 19:15,$7.00 ,16,5,5,0,16199
1/4/2011 19:14,1/4/2011 19:15,$7.00 ,7,5,5,0,59650
1/4/2011 19:14,1/4/2011 19:15,$7.00 ,10,7,4,0,88127
1/4/2011 19:14,1/4/2011 19:15,$7.00 ,10,7,4,0,88128
1/4/2011 19:14,1/4/2011 19:15,$7.00 ,39,7,4,0,30192
1/4/2011 19:14,1/4/2011 19:15,$7.00 ,39,7,4,0,30193
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,6,5,5,0,598
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,16,5,5,0,16200
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,16,5,5,0,16201
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,7,5,5,0,59651
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,7,5,5,0,59652
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,10,7,4,0,88129
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,10,7,4,0,88130
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,10,7,4,0,88131
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,39,7,4,0,30194
1/4/2011 19:15,1/4/2011 19:16,$7.00 ,39,7,4,0,30195
1/4/2011 19:16,1/4/2011 19:17,$7.00 ,16,5,5,0,16202
1/4/2011 19:16,1/4/2011 19:17,$7.00 ,7,5,5,0,59653
1/4/2011 19:16,1/4/2011 19:17,$7.00 ,7,5,5,0,59654
1/4/2011 19:16,1/4/2011 19:17,$7.00 ,10,7,4,0,88132
1/4/2011 19:16,1/4/2011 19:17,$7.00 ,10,7,4,0,88133
1/4/2011 19:16,1/4/2011 19:17,$7.00 ,10,7,4,0,88134
1/4/2011 19:17,1/4/2011 19:18,$7.00 ,7,5,5,0,59655
1/4/2011 19:17,1/4/2011 19:18,$7.00 ,16,5,5,0,16203
1/4/2011 19:17,1/4/2011 19:18,$7.00 ,6,5,5,0,599
1/4/2011 19:17,1/4/2011 19:18,$7.00 ,10,7,4,0,88135
1/4/2011 19:17,1/4/2011 19:18,$7.00 ,10,7,4,0,88136
1/4/2011 19:17,1/4/2011 22:13,$0.00 ,11,7,7,0,268
1/4/2011 19:18,1/4/2011 19:19,$7.00 ,7,5,5,0,59656
1/4/2011 19:18,1/4/2011 19:19,$7.00 ,6,5,5,0,600
1/4/2011 19:18,1/4/2011 19:19,$7.00 ,10,7,4,0,88137
1/4/2011 19:18,1/4/2011 19:19,$7.00 ,10,7,4,0,88138
1/4/2011 19:18,1/4/2011 19:19,$7.00 ,10,7,4,0,88139
1/4/2011 19:19,1/4/2011 19:20,$7.00 ,10,7,4,0,88140
1/4/2011 19:19,1/4/2011 19:20,$7.00 ,10,7,4,0,88141
1/4/2011 19:19,1/4/2011 21:05,$4.00 ,46,17,2,15070,101
1/4/2011 19:19,1/4/2011 22:17,$0.00 ,11,7,7,0,272
1/4/2011 19:20,1/4/2011 19:21,$7.00 ,7,5,5,0,59657
1/4/2011 19:20,1/4/2011 19:21,$7.00 ,7,5,5,0,59658
1/4/2011 19:20,1/4/2011 19:21,$7.00 ,10,7,4,0,88142
1/4/2011 19:20,1/4/2011 19:21,$7.00 ,10,7,4,0,88143
1/4/2011 19:20,1/4/2011 19:21,$7.00 ,10,7,4,0,88144
1/4/2011 19:20,1/4/2011 19:21,$7.00 ,39,7,4,0,30196
1/4/2011 19:21,1/4/2011 19:22,$7.00 ,6,5,5,0,601
1/4/2011 19:21,1/4/2011 19:22,$7.00 ,16,5,5,0,16204
1/4/2011 19:21,1/4/2011 19:22,$7.00 ,7,5,5,0,59659
1/4/2011 19:21,1/4/2011 19:22,$7.00 ,10,7,4,0,88145
1/4/2011 19:21,1/4/2011 21:09,$4.00 ,21,8,3,8222,145
1/4/2011 19:22,1/4/2011 19:23,$7.00 ,16,5,5,0,16205
1/4/2011 19:22,1/4/2011 19:23,$7.00 ,7,5,5,0,59660
1/4/2011 19:22,1/4/2011 23:37,$0.00 ,26,7,7,0,436
1/4/2011 19:23,1/4/2011 19:24,$7.00 ,7,5,5,0,59661
1/4/2011 19:23,1/4/2011 19:24,$7.00 ,10,7,4,0,88146
1/4/2011 19:24,1/4/2011 19:25,$7.00 ,10,7,4,0,88147
1/4/2011 19:24,1/4/2011 19:25,$7.00 ,10,7,4,0,88148
1/4/2011 19:24,1/4/2011 22:11,$6.00 ,11,7,4,4109,266
1/4/2011 19:24,1/4/2011 22:13,$0.00 ,11,7,7,0,270
1/4/2011 19:25,1/4/2011 20:53,$3.00 ,21,8,3,8223,143
1/4/2011 19:26,1/4/2011 19:27,$7.00 ,16,5,5,0,16206
1/4/2011 19:27,1/4/2011 19:28,$7.00 ,10,7,4,0,88149
1/4/2011 19:27,1/4/2011 23:10,$0.00 ,28,5,7,0,61
1/4/2011 19:28,1/4/2011 19:29,$7.00 ,10,7,4,0,88150
1/4/2011 19:28,1/4/2011 19:29,$7.00 ,10,7,4,0,88151
1/4/2011 19:30,1/4/2011 19:31,$7.00 ,10,7,4,0,88152
1/4/2011 19:33,1/4/2011 19:34,$7.00 ,6,5,5,0,602
1/4/2011 19:33,1/4/2011 21:23,$4.00 ,21,8,3,8224,146
1/4/2011 19:34,1/4/2011 19:35,$7.00 ,7,5,5,0,59662
1/4/2011 19:37,1/4/2011 20:58,$3.00 ,27,2,6,6399,341
1/4/2011 19:40,1/4/2011 21:08,$3.00 ,21,8,3,8225,144
1/4/2011 19:54,1/4/2011 20:40,$2.00 ,27,2,6,6400,339
1/4/2011 20:06,1/4/2011 21:11,$2.00 ,27,2,6,6401,344
1/4/2011 20:09,1/4/2011 23:31,$7.00 ,28,5,5,89942,62
1/4/2011 22:11,1/5/2011 8:49,$16.00 ,27,2,6,6402,360
1/5/2011 0:18,1/5/2011 15:52,$16.00 ,27,2,6,6403,436
1/5/2011 1:20,1/5/2011 9:12,$15.00 ,27,2,6,6404,362
1/5/2011 3:41,1/5/2011 12:13,$11.00 ,26,7,4,32300,508
1/5/2011 3:41,1/5/2011 12:14,$11.00 ,26,7,4,32301,512
1/5/2011 3:42,1/5/2011 12:14,$11.00 ,26,7,4,32302,510
1/5/2011 3:45,1/5/2011 12:13,$11.00 ,26,7,4,32303,509
1/5/2011 4:22,1/5/2011 15:30,$9.00 ,20,8,3,8226,170
1/5/2011 5:13,1/5/2011 5:18,$0.00 ,27,2,6,6405,355
1/5/2011 6:24,1/5/2011 16:32,$14.00 ,23,4,1,75905,592
1/5/2011 6:28,1/5/2011 19:19,$6.00 ,43,15,1,67967,16096
1/5/2011 6:30,1/5/2011 6:38,$1.00 ,27,2,6,6406,356
1/5/2011 6:30,1/5/2011 15:17,$9.00 ,40,21,2,3156,46
1/5/2011 6:31,1/5/2011 14:56,$9.00 ,20,8,3,8227,164
1/5/2011 6:33,1/5/2011 15:46,$9.00 ,20,8,3,25165,175
1/5/2011 6:35,1/5/2011 15:30,$9.00 ,27,2,6,6407,425
1/5/2011 6:49,1/5/2011 8:18,$1.00 ,22,4,1,75906,307
1/5/2011 6:50,1/5/2011 15:10,$9.00 ,20,8,3,8228,165
1/5/2011 6:56,1/5/2011 10:03,$7.00 ,24,6,2,20131,425
1/5/2011 6:59,1/5/2011 8:25,$1.00 ,22,4,1,1780,308
1/5/2011 7:05,1/5/2011 17:50,$14.00 ,24,6,2,20132,585
1/5/2011 7:07,1/5/2011 15:58,$9.00 ,27,2,6,6409,439
1/5/2011 7:10,1/5/2011 12:00,$10.00 ,25,7,4,38807,223
1/5/2011 7:13,1/5/2011 17:41,$9.00 ,20,8,3,8229,205
1/5/2011 7:15,1/5/2011 12:00,$10.00 ,24,6,2,20133,460
1/5/2011 7:21,1/5/2011 16:06,$10.00 ,25,7,4,32304,276
1/5/2011 7:21,1/5/2011 16:08,$9.00 ,20,8,3,8230,187
1/5/2011 7:23,1/5/2011 8:45,$3.00 ,24,6,2,20134,402
1/5/2011 7:23,1/5/2011 15:37,$10.00 ,25,7,4,38808,264
1/5/2011 7:24,1/5/2011 12:44,$10.00 ,26,7,4,32305,523
1/5/2011 7:24,1/5/2011 14:33,$10.00 ,25,7,4,38809,252
1/5/2011 7:24,1/5/2011 18:04,$9.00 ,20,8,3,25166,207
1/5/2011 7:30,1/5/2011 17:56,$9.00 ,27,2,6,6412,462
1/5/2011 7:31,1/5/2011 11:19,$8.00 ,24,6,2,20135,450
1/5/2011 7:32,1/5/2011 13:45,$9.00 ,27,2,6,6413,395
1/5/2011 7:32,1/5/2011 15:21,$10.00 ,11,7,4,4110,394
1/5/2011 7:35,1/5/2011 17:06,$10.00 ,25,7,4,32306,284
1/5/2011 7:36,1/5/2011 8:33,$2.00 ,24,6,2,20136,400
1/5/2011 7:36,1/5/2011 9:13,$2.00 ,22,4,1,1781,316
1/5/2011 7:36,1/5/2011 11:15,$8.00 ,25,7,4,4111,216
1/5/2011 7:36,1/5/2011 16:30,$14.00 ,23,4,1,75907,591
1/5/2011 7:37,1/5/2011 10:32,$4.00 ,22,4,1,75908,329
1/5/2011 7:37,1/5/2011 15:52,$9.00 ,27,2,6,6414,435
1/5/2011 7:38,1/5/2011 16:24,$10.00 ,11,7,4,4112,413
1/5/2011 7:38,1/5/2011 16:57,$9.00 ,21,8,3,25167,204
1/5/2011 7:38,1/5/2011 17:07,$14.00 ,23,4,1,75909,607
1/5/2011 7:39,1/5/2011 8:54,$3.00 ,26,7,4,32308,439
1/5/2011 7:39,1/5/2011 9:47,$5.00 ,11,7,4,4113,285
1/5/2011 7:39,1/5/2011 9:49,$5.00 ,26,7,4,32307,452
1/5/2011 7:39,1/5/2011 14:00,$11.00 ,23,4,1,75910,523
1/5/2011 7:40,1/5/2011 9:12,$3.00 ,24,6,2,20137,408
1/5/2011 7:40,1/5/2011 9:24,$4.00 ,25,7,4,38810,196
1/5/2011 7:40,1/5/2011 9:56,$5.00 ,11,7,4,4114,289
1/5/2011 7:41,1/5/2011 8:01,$1.00 ,20,8,3,25168,149
1/5/2011 7:41,1/5/2011 12:51,$9.00 ,20,8,3,8231,155
1/5/2011 7:42,1/5/2011 9:03,$3.00 ,24,6,2,20138,406
1/5/2011 7:42,1/5/2011 16:43,$9.00 ,21,8,3,8232,202
1/5/2011 7:43,1/5/2011 11:26,$8.00 ,26,7,4,32309,487
1/5/2011 7:43,1/5/2011 16:05,$10.00 ,26,7,4,4115,600
1/5/2011 7:44,1/5/2011 9:15,$3.00 ,24,6,2,20139,410
1/5/2011 7:44,1/5/2011 18:16,$10.00 ,25,7,4,4116,286
1/5/2011 7:45,1/5/2011 11:38,$6.00 ,23,4,1,75911,451
1/5/2011 7:45,1/5/2011 12:03,$6.00 ,43,15,1,67969,16065
1/5/2011 7:46,1/5/2011 9:03,$3.00 ,24,6,2,20140,405
1/5/2011 7:47,1/5/2011 9:20,$3.00 ,24,6,2,20141,414
1/5/2011 7:47,1/5/2011 11:34,$8.00 ,27,2,6,6415,378
1/5/2011 7:47,1/5/2011 15:55,$10.00 ,11,7,4,4117,405
1/5/2011 7:48,1/5/2011 8:55,$3.00 ,24,6,2,20142,404
1/5/2011 7:49,1/5/2011 11:19,$7.00 ,26,7,4,32310,485
1/5/2011 7:49,1/5/2011 14:33,$9.00 ,46,17,2,15071,123
1/5/2011 7:49,1/5/2011 16:48,$14.00 ,23,4,1,1782,597
1/5/2011 7:50,1/5/2011 9:13,$1.00 ,22,4,1,1783,317
1/5/2011 7:50,1/5/2011 10:24,$3.00 ,23,4,1,75912,426
1/5/2011 7:50,1/5/2011 13:25,$11.00 ,24,6,2,20143,491
1/5/2011 7:51,1/5/2011 9:15,$3.00 ,24,6,2,20144,411
1/5/2011 7:51,1/5/2011 13:19,$10.00 ,11,7,4,4118,349
1/5/2011 7:51,1/5/2011 16:20,$9.00 ,20,8,3,25169,192
1/5/2011 7:51,1/5/2011 17:14,$9.00 ,27,2,6,6416,458
