Entry Time,Exit Time,Gross,Lane,Lot,Rate,Ticket,Transaction Number
1/1/2011 18:00,1/1/2011 18:01,$8.00 ,12,9,2,0,2443
1/1/2011 18:00,1/1/2011 19:13,$3.00 ,24,6,2,19861,18
1/1/2011 18:00,1/1/2011 22:11,$0.00 ,27,2,7,0,66
1/1/2011 18:00,1/1/2011 22:32,$0.00 ,27,2,7,0,69
1/1/2011 18:01,1/1/2011 18:01,$4.00 ,65,3,7,0,6741
1/1/2011 18:01,1/1/2011 18:01,$8.00 ,50,14,1,0,31
1/1/2011 18:01,1/1/2011 18:02,$7.00 ,18,8,3,0,35464
1/1/2011 18:01,1/1/2011 18:02,$8.00 ,12,9,2,0,2444
1/1/2011 18:01,1/1/2011 21:44,$0.00 ,20,8,7,0,26
1/1/2011 18:02,1/1/2011 18:02,$4.00 ,65,3,7,0,6742
1/1/2011 18:02,1/1/2011 18:02,$4.00 ,65,3,7,0,6743
1/1/2011 18:02,1/1/2011 18:02,$8.00 ,50,14,1,0,32
1/1/2011 18:02,1/1/2011 18:03,$7.00 ,5,8,3,0,29385
1/1/2011 18:02,1/1/2011 18:03,$7.00 ,5,8,3,0,29386
1/1/2011 18:02,1/1/2011 18:03,$7.00 ,5,8,3,0,29387
1/1/2011 18:03,1/1/2011 18:03,$7.00 ,64,13,8,0,5469
1/1/2011 18:03,1/1/2011 18:04,$7.00 ,4,2,6,0,48272
1/1/2011 18:03,1/1/2011 18:04,$7.00 ,18,8,3,0,35465
1/1/2011 18:03,1/1/2011 18:04,$8.00 ,12,9,2,0,2445
1/1/2011 18:03,1/1/2011 22:07,$0.00 ,20,8,7,0,36
1/1/2011 18:04,1/1/2011 18:04,$4.00 ,65,3,7,0,6744
1/1/2011 18:04,1/1/2011 18:04,$8.00 ,49,12,8,0,2912
1/1/2011 18:04,1/1/2011 18:04,$7.00 ,62,13,8,0,17607
1/1/2011 18:04,1/1/2011 18:04,$8.00 ,50,14,1,0,33
1/1/2011 18:04,1/1/2011 18:05,$7.00 ,4,2,6,0,48273
1/1/2011 18:04,1/1/2011 18:05,$7.00 ,5,8,3,0,29388
1/1/2011 18:04,1/1/2011 18:05,$8.00 ,12,9,2,0,2446
1/1/2011 18:04,1/1/2011 21:34,$0.00 ,27,2,7,0,44
1/1/2011 18:04,1/1/2011 22:56,$0.00 ,20,8,7,0,45
1/1/2011 18:05,1/1/2011 18:05,$4.00 ,65,3,7,0,6745
1/1/2011 18:05,1/1/2011 18:05,$4.00 ,65,3,7,0,6746
1/1/2011 18:05,1/1/2011 18:05,$4.00 ,65,3,7,0,6747
1/1/2011 18:05,1/1/2011 18:05,$7.00 ,64,13,8,0,5470
1/1/2011 18:05,1/1/2011 18:05,$8.00 ,50,14,1,0,34
1/1/2011 18:05,1/1/2011 18:06,$7.00 ,18,8,3,0,35466
1/1/2011 18:05,1/1/2011 18:06,$7.00 ,18,8,3,0,35467
1/1/2011 18:05,1/1/2011 18:06,$7.00 ,5,8,3,0,29389
1/1/2011 18:05,1/1/2011 21:41,$0.00 ,27,2,7,0,59
1/1/2011 18:06,1/1/2011 18:07,$7.00 ,5,8,3,0,29390
1/1/2011 18:06,1/1/2011 18:07,$7.00 ,18,8,3,0,35468
1/1/2011 18:07,1/1/2011 18:07,$7.00 ,64,13,8,0,5471
1/1/2011 18:07,1/1/2011 18:07,$7.00 ,64,13,8,0,5472
1/1/2011 18:07,1/1/2011 18:07,$7.00 ,62,13,8,0,17608
1/1/2011 18:07,1/1/2011 18:08,$7.00 ,5,8,3,0,29391
1/1/2011 18:07,1/1/2011 18:08,$7.00 ,5,8,3,0,29392
1/1/2011 18:07,1/1/2011 18:08,$8.00 ,12,9,2,0,2447
1/1/2011 18:08,1/1/2011 18:08,$7.00 ,64,13,8,0,5473
1/1/2011 18:08,1/1/2011 18:08,$8.00 ,50,14,1,0,35
1/1/2011 18:08,1/1/2011 18:09,$7.00 ,4,2,6,0,48274
1/1/2011 18:08,1/1/2011 18:09,$7.00 ,5,8,3,0,29393
1/1/2011 18:08,1/1/2011 18:09,$7.00 ,5,8,3,0,29394
1/1/2011 18:08,1/1/2011 18:09,$7.00 ,5,8,3,0,29395
1/1/2011 18:08,1/1/2011 18:09,$8.00 ,12,9,2,0,2448
1/1/2011 18:08,1/1/2011 18:09,$7.00 ,36,11,8,0,29711
1/1/2011 18:08,1/1/2011 18:09,$7.00 ,36,11,8,0,29710
1/1/2011 18:08,1/1/2011 20:38,$0.00 ,20,8,7,0,16
1/1/2011 18:09,1/1/2011 18:09,$8.00 ,49,12,8,0,2913
1/1/2011 18:09,1/1/2011 18:09,$7.00 ,64,13,8,0,5474
1/1/2011 18:09,1/1/2011 18:09,$8.00 ,50,14,1,0,36
1/1/2011 18:09,1/1/2011 18:10,$7.00 ,18,8,3,0,35469
1/1/2011 18:09,1/1/2011 18:10,$7.00 ,5,8,3,0,29396
1/1/2011 18:09,1/1/2011 18:10,$7.00 ,5,8,3,0,29397
1/1/2011 18:09,1/1/2011 21:33,$0.00 ,27,2,7,0,41
1/1/2011 18:10,1/1/2011 18:10,$4.00 ,65,3,7,0,6748
1/1/2011 18:10,1/1/2011 18:10,$8.00 ,50,14,1,0,37
1/1/2011 18:10,1/1/2011 18:11,$7.00 ,4,2,6,0,48275
1/1/2011 18:10,1/1/2011 18:11,$7.00 ,4,2,6,0,48276
1/1/2011 18:10,1/1/2011 18:11,$7.00 ,5,8,3,0,29398
1/1/2011 18:10,1/1/2011 18:11,$7.00 ,18,8,3,0,35470
1/1/2011 18:10,1/1/2011 22:05,$0.00 ,21,8,7,0,20
1/1/2011 18:11,1/1/2011 18:11,$7.00 ,62,13,8,0,17609
1/1/2011 18:11,1/1/2011 18:12,$7.00 ,18,8,3,0,35471
1/1/2011 18:11,1/1/2011 18:12,$7.00 ,18,8,3,0,35472
1/1/2011 18:11,1/1/2011 19:01,$2.00 ,23,4,1,75194,12
1/1/2011 18:11,1/1/2011 20:09,$4.00 ,26,7,4,31866,1
1/1/2011 18:11,1/1/2011 21:28,$0.00 ,27,2,7,0,25
1/1/2011 18:11,1/1/2011 21:32,$0.00 ,27,2,7,0,38
1/1/2011 18:12,1/1/2011 18:12,$4.00 ,65,3,7,0,6749
1/1/2011 18:12,1/1/2011 18:12,$8.00 ,49,12,8,0,2914
1/1/2011 18:12,1/1/2011 18:12,$7.00 ,62,13,8,0,17610
1/1/2011 18:12,1/1/2011 18:12,$7.00 ,62,13,8,0,17611
1/1/2011 18:12,1/1/2011 18:12,$7.00 ,62,13,8,0,17612
1/1/2011 18:12,1/1/2011 18:13,$7.00 ,4,2,6,0,48277
1/1/2011 18:12,1/1/2011 18:13,$7.00 ,5,8,3,0,29399
1/1/2011 18:12,1/1/2011 18:13,$7.00 ,18,8,3,0,35473
1/1/2011 18:13,1/1/2011 18:13,$7.00 ,62,13,8,0,17613
1/1/2011 18:13,1/1/2011 18:13,$7.00 ,62,13,8,0,17614
1/1/2011 18:13,1/1/2011 18:13,$7.00 ,62,13,8,0,17615
1/1/2011 18:13,1/1/2011 18:14,$7.00 ,5,8,3,0,29400
1/1/2011 18:13,1/1/2011 18:14,$7.00 ,18,8,3,0,35474
1/1/2011 18:13,1/1/2011 18:14,$7.00 ,18,8,3,0,35475
1/1/2011 18:13,1/1/2011 18:14,$8.00 ,12,9,2,0,2449
1/1/2011 18:13,1/1/2011 20:47,$5.00 ,47,17,2,14995,8
1/1/2011 18:13,1/1/2011 21:41,$0.00 ,27,2,7,0,58
1/1/2011 18:13,1/1/2011 21:57,$0.00 ,20,8,7,0,32
1/1/2011 18:14,1/1/2011 18:14,$4.00 ,65,3,7,0,6750
1/1/2011 18:14,1/1/2011 18:14,$8.00 ,49,12,8,0,2915
1/1/2011 18:14,1/1/2011 18:14,$7.00 ,62,13,8,0,17616
1/1/2011 18:14,1/1/2011 18:14,$8.00 ,50,14,1,0,39
1/1/2011 18:14,1/1/2011 18:14,$8.00 ,50,14,1,0,38
1/1/2011 18:14,1/1/2011 18:15,$7.00 ,4,2,6,0,48278
1/1/2011 18:14,1/1/2011 18:15,$7.00 ,5,8,3,0,29401
1/1/2011 18:14,1/1/2011 18:15,$7.00 ,5,8,3,0,29402
1/1/2011 18:14,1/1/2011 18:15,$7.00 ,18,8,3,0,35476
1/1/2011 18:14,1/1/2011 18:15,$7.00 ,18,8,3,0,35477
1/1/2011 18:14,1/1/2011 18:15,$8.00 ,12,9,2,0,2450
1/1/2011 18:14,1/1/2011 18:15,$8.00 ,12,9,2,0,2451
1/1/2011 18:14,1/1/2011 18:15,$8.00 ,12,9,2,0,2452
1/1/2011 18:15,1/1/2011 18:15,$8.00 ,49,12,8,0,2916
1/1/2011 18:15,1/1/2011 18:15,$8.00 ,49,12,8,0,2917
1/1/2011 18:15,1/1/2011 18:15,$8.00 ,49,12,8,0,2918
1/1/2011 18:15,1/1/2011 18:15,$7.00 ,64,13,8,0,5476
1/1/2011 18:15,1/1/2011 18:15,$7.00 ,64,13,8,0,5475
1/1/2011 18:15,1/1/2011 18:15,$7.00 ,62,13,8,0,17617
1/1/2011 18:15,1/1/2011 18:15,$8.00 ,50,14,1,0,40
1/1/2011 18:15,1/1/2011 18:15,$8.00 ,50,14,1,0,41
1/1/2011 18:15,1/1/2011 18:16,$8.00 ,12,9,2,0,2453
1/1/2011 18:15,1/1/2011 18:16,$8.00 ,12,9,2,0,2454
1/1/2011 18:15,1/1/2011 21:49,$0.00 ,20,8,7,0,29
1/1/2011 18:15,1/1/2011 22:01,$0.00 ,27,2,7,0,63
1/1/2011 18:16,1/1/2011 18:16,$4.00 ,65,3,7,0,6751
1/1/2011 18:16,1/1/2011 18:16,$8.00 ,49,12,8,0,2919
1/1/2011 18:16,1/1/2011 18:16,$8.00 ,49,12,8,0,2920
1/1/2011 18:16,1/1/2011 18:17,$7.00 ,5,8,3,0,29403
1/1/2011 18:16,1/1/2011 18:17,$8.00 ,12,9,2,0,2455
1/1/2011 18:16,1/1/2011 18:17,$8.00 ,12,9,2,0,2456
1/1/2011 18:16,1/1/2011 21:28,$7.00 ,22,4,1,75195,10
1/1/2011 18:17,1/1/2011 18:17,$8.00 ,50,14,1,0,42
1/1/2011 18:17,1/1/2011 18:18,$7.00 ,4,2,6,0,48279
1/1/2011 18:17,1/1/2011 18:18,$7.00 ,4,2,6,0,48280
1/1/2011 18:17,1/1/2011 18:18,$8.00 ,12,9,2,0,2457
1/1/2011 18:18,1/1/2011 18:18,$7.00 ,64,13,8,0,5477
1/1/2011 18:18,1/1/2011 18:18,$7.00 ,62,13,8,0,17618
1/1/2011 18:18,1/1/2011 18:18,$7.00 ,62,13,8,0,17619
1/1/2011 18:18,1/1/2011 18:18,$8.00 ,50,14,1,0,43
1/1/2011 18:18,1/1/2011 18:19,$7.00 ,4,2,6,0,48281
1/1/2011 18:18,1/1/2011 18:19,$7.00 ,5,8,3,0,29404
1/1/2011 18:18,1/1/2011 18:19,$7.00 ,5,8,3,0,29405
1/1/2011 18:18,1/1/2011 18:19,$7.00 ,18,8,3,0,35478
1/1/2011 18:18,1/1/2011 18:19,$8.00 ,12,9,2,0,2458
1/1/2011 18:18,1/1/2011 18:19,$8.00 ,12,9,2,0,2459
1/1/2011 18:18,1/1/2011 21:31,$0.00 ,27,2,7,0,31
1/1/2011 18:18,1/1/2011 21:33,$0.00 ,27,2,7,0,42
1/1/2011 18:19,1/1/2011 18:20,$7.00 ,4,2,6,0,48282
1/1/2011 18:19,1/1/2011 18:20,$7.00 ,18,8,3,0,35479
1/1/2011 18:19,1/1/2011 18:20,$8.00 ,12,9,2,0,2460
1/1/2011 18:19,1/1/2011 18:20,$8.00 ,12,9,2,0,2461
1/1/2011 18:19,1/1/2011 21:39,$0.00 ,27,2,7,0,54
1/1/2011 18:20,1/1/2011 18:20,$4.00 ,65,3,7,0,6752
1/1/2011 18:20,1/1/2011 18:20,$7.00 ,62,13,8,0,17620
1/1/2011 18:20,1/1/2011 18:20,$7.00 ,62,13,8,0,17621
1/1/2011 18:20,1/1/2011 18:21,$7.00 ,4,2,6,0,48283
1/1/2011 18:20,1/1/2011 18:21,$7.00 ,5,8,3,0,29406
1/1/2011 18:20,1/1/2011 18:21,$7.00 ,5,8,3,0,29407
1/1/2011 18:20,1/1/2011 18:21,$7.00 ,18,8,3,0,35480
1/1/2011 18:20,1/1/2011 18:21,$7.00 ,18,8,3,0,35481
1/1/2011 18:20,1/1/2011 21:30,$0.00 ,27,2,7,0,30
1/1/2011 18:21,1/1/2011 18:21,$4.00 ,65,3,7,0,6753
1/1/2011 18:21,1/1/2011 18:21,$8.00 ,49,12,8,0,2921
1/1/2011 18:21,1/1/2011 18:21,$8.00 ,49,12,8,0,2922
1/1/2011 18:21,1/1/2011 18:21,$7.00 ,62,13,8,0,17622
1/1/2011 18:21,1/1/2011 18:21,$7.00 ,62,13,8,0,17623
1/1/2011 18:21,1/1/2011 18:22,$7.00 ,18,8,3,0,35482
1/1/2011 18:21,1/1/2011 18:22,$7.00 ,18,8,3,0,35483
1/1/2011 18:21,1/1/2011 18:28,$1.00 ,18,8,3,25049,35495
1/1/2011 18:22,1/1/2011 18:22,$8.00 ,49,12,8,0,2923
1/1/2011 18:22,1/1/2011 18:22,$7.00 ,62,13,8,0,17624
1/1/2011 18:22,1/1/2011 18:23,$7.00 ,5,8,3,0,29408
1/1/2011 18:22,1/1/2011 18:23,$7.00 ,5,8,3,0,29409
1/1/2011 18:22,1/1/2011 18:23,$7.00 ,18,8,3,0,35484
1/1/2011 18:22,1/1/2011 18:23,$7.00 ,18,8,3,0,35485
1/1/2011 18:22,1/1/2011 18:23,$7.00 ,18,8,3,0,35486
1/1/2011 18:22,1/1/2011 18:23,$8.00 ,12,9,2,0,2462
1/1/2011 18:22,1/1/2011 18:23,$8.00 ,12,9,2,0,2463
1/1/2011 18:23,1/1/2011 18:23,$4.00 ,65,3,7,0,6754
1/1/2011 18:23,1/1/2011 18:23,$8.00 ,49,12,8,0,2924
1/1/2011 18:23,1/1/2011 18:23,$7.00 ,64,13,8,0,5478
1/1/2011 18:23,1/1/2011 18:23,$7.00 ,64,13,8,0,5479
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,4,2,6,0,48284
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,5,8,3,0,29410
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,5,8,3,0,29411
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,5,8,3,0,29412
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,5,8,3,0,29413
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,18,8,3,0,35487
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,18,8,3,0,35488
1/1/2011 18:23,1/1/2011 18:24,$7.00 ,18,8,3,0,35489
1/1/2011 18:23,1/1/2011 18:24,$8.00 ,12,9,2,0,2464
1/1/2011 18:23,1/1/2011 22:03,$0.00 ,20,8,7,0,34
1/1/2011 18:24,1/1/2011 18:24,$4.00 ,65,3,7,0,6755
1/1/2011 18:24,1/1/2011 18:24,$4.00 ,65,3,7,0,6756
1/1/2011 18:24,1/1/2011 18:24,$8.00 ,49,12,8,0,2925
1/1/2011 18:24,1/1/2011 18:24,$7.00 ,62,13,8,0,17625
1/1/2011 18:24,1/1/2011 18:25,$7.00 ,5,8,3,0,29414
1/1/2011 18:24,1/1/2011 18:25,$7.00 ,18,8,3,0,35490
1/1/2011 18:24,1/1/2011 18:25,$8.00 ,12,9,2,0,2465
1/1/2011 18:24,1/1/2011 18:25,$8.00 ,12,9,2,0,2466
1/1/2011 18:24,1/1/2011 18:25,$7.00 ,36,11,8,0,29712
1/1/2011 18:24,1/1/2011 18:25,$7.00 ,36,11,8,0,29713
1/1/2011 18:24,1/1/2011 19:30,$3.00 ,23,4,1,75196,14
1/1/2011 18:24,1/1/2011 20:46,$0.00 ,20,8,7,0,19
1/1/2011 18:24,1/1/2011 21:39,$0.00 ,27,2,7,0,53
1/1/2011 18:25,1/1/2011 18:25,$4.00 ,65,3,7,0,6757
1/1/2011 18:25,1/1/2011 18:25,$8.00 ,50,14,1,0,44
1/1/2011 18:25,1/1/2011 18:26,$7.00 ,18,8,3,0,35491
1/1/2011 18:25,1/1/2011 18:26,$7.00 ,18,8,3,0,35492
1/1/2011 18:25,1/1/2011 18:26,$7.00 ,5,8,3,0,29415
1/1/2011 18:25,1/1/2011 18:26,$8.00 ,12,9,2,0,2467
1/1/2011 18:26,1/1/2011 18:27,$7.00 ,18,8,3,0,35493
1/1/2011 18:26,1/1/2011 18:27,$8.00 ,12,9,2,0,2468
1/1/2011 18:27,1/1/2011 18:27,$4.00 ,65,3,7,0,6758
1/1/2011 18:27,1/1/2011 18:27,$7.00 ,64,13,8,0,5480
1/1/2011 18:27,1/1/2011 18:27,$7.00 ,62,13,8,0,17626
1/1/2011 18:27,1/1/2011 18:28,$7.00 ,5,8,3,0,29416
1/1/2011 18:27,1/1/2011 18:28,$7.00 ,5,8,3,0,29417
1/1/2011 18:27,1/1/2011 18:28,$7.00 ,18,8,3,0,35494
1/1/2011 18:28,1/1/2011 18:28,$7.00 ,62,13,8,0,17627
1/1/2011 18:28,1/1/2011 18:28,$7.00 ,62,13,8,0,17628
1/1/2011 18:28,1/1/2011 18:29,$7.00 ,18,8,3,0,35496
1/1/2011 18:28,1/1/2011 18:29,$7.00 ,18,8,3,0,35497
1/1/2011 18:28,1/1/2011 18:29,$7.00 ,18,8,3,0,35498
1/1/2011 18:28,1/1/2011 18:29,$8.00 ,12,9,2,0,2469
1/1/2011 18:28,1/1/2011 22:44,$0.00 ,21,8,7,0,22
1/1/2011 18:29,1/1/2011 18:29,$8.00 ,49,12,8,0,2926
1/1/2011 18:29,1/1/2011 18:29,$7.00 ,62,13,8,0,17629
1/1/2011 18:29,1/1/2011 18:29,$7.00 ,62,13,8,0,17630
1/1/2011 18:29,1/1/2011 18:29,$7.00 ,62,13,8,0,17631
1/1/2011 18:29,1/1/2011 18:30,$7.00 ,4,2,6,0,48285
1/1/2011 18:29,1/1/2011 18:30,$7.00 ,5,8,3,0,29418
1/1/2011 18:29,1/1/2011 18:30,$7.00 ,5,8,3,0,29419
1/1/2011 18:29,1/1/2011 18:30,$7.00 ,5,8,3,0,29420
1/1/2011 18:29,1/1/2011 18:30,$7.00 ,18,8,3,0,35499
1/1/2011 18:29,1/1/2011 18:30,$7.00 ,18,8,3,0,35500
1/1/2011 18:30,1/1/2011 18:30,$8.00 ,49,12,8,0,2927
1/1/2011 18:30,1/1/2011 18:30,$8.00 ,49,12,8,0,2928
1/1/2011 18:30,1/1/2011 18:30,$7.00 ,62,13,8,0,17632
1/1/2011 18:30,1/1/2011 18:30,$7.00 ,62,13,8,0,17633
1/1/2011 18:30,1/1/2011 18:31,$7.00 ,4,2,6,0,48286
1/1/2011 18:30,1/1/2011 18:31,$7.00 ,18,8,3,0,35501
1/1/2011 18:30,1/1/2011 18:31,$7.00 ,18,8,3,0,35502
1/1/2011 18:30,1/1/2011 18:31,$7.00 ,18,8,3,0,35503
1/1/2011 18:30,1/1/2011 21:41,$0.00 ,27,2,7,0,56
1/1/2011 18:31,1/1/2011 18:31,$7.00 ,62,13,8,0,17634
1/1/2011 18:31,1/1/2011 18:31,$7.00 ,62,13,8,0,17635
1/1/2011 18:31,1/1/2011 18:32,$7.00 ,5,8,3,0,29421
1/1/2011 18:31,1/1/2011 18:32,$7.00 ,18,8,3,0,35504
1/1/2011 18:31,1/1/2011 18:32,$7.00 ,18,8,3,0,35505
1/1/2011 18:31,1/1/2011 18:32,$8.00 ,12,9,2,0,2470
1/1/2011 18:31,1/1/2011 21:38,$0.00 ,27,2,7,0,52
1/1/2011 18:32,1/1/2011 18:32,$7.00 ,62,13,8,0,17636
1/1/2011 18:32,1/1/2011 18:32,$8.00 ,50,14,1,0,45
1/1/2011 18:32,1/1/2011 18:32,$8.00 ,50,14,1,0,46
1/1/2011 18:32,1/1/2011 18:33,$7.00 ,18,8,3,0,35506
1/1/2011 18:32,1/1/2011 18:33,$7.00 ,18,8,3,0,35507
1/1/2011 18:32,1/1/2011 18:33,$7.00 ,5,8,3,0,29422
1/1/2011 18:32,1/1/2011 18:33,$7.00 ,36,11,8,0,29714
1/1/2011 18:33,1/1/2011 18:33,$7.00 ,62,13,8,0,17637
1/1/2011 18:33,1/1/2011 18:33,$7.00 ,62,13,8,0,17638
1/1/2011 18:33,1/1/2011 18:33,$7.00 ,64,13,8,0,5481
1/1/2011 18:33,1/1/2011 18:34,$7.00 ,4,2,6,0,48287
1/1/2011 18:33,1/1/2011 18:34,$7.00 ,5,8,3,0,29423
1/1/2011 18:33,1/1/2011 18:34,$7.00 ,18,8,3,0,35508
1/1/2011 18:34,1/1/2011 18:34,$7.00 ,64,13,8,0,5482
1/1/2011 18:34,1/1/2011 18:34,$7.00 ,64,13,8,0,5483
1/1/2011 18:34,1/1/2011 18:34,$7.00 ,62,13,8,0,17639
1/1/2011 18:34,1/1/2011 18:35,$7.00 ,4,2,6,0,48288
1/1/2011 18:34,1/1/2011 18:35,$7.00 ,5,8,3,0,29424
1/1/2011 18:34,1/1/2011 18:35,$7.00 ,5,8,3,0,29425
1/1/2011 18:34,1/1/2011 20:39,$0.00 ,21,8,7,0,17
1/1/2011 18:34,1/1/2011 21:24,$0.00 ,27,2,7,0,23
1/1/2011 18:34,1/1/2011 23:18,$0.00 ,20,8,7,0,48
1/1/2011 18:35,1/1/2011 18:36,$7.00 ,18,8,3,0,35509
1/1/2011 18:35,1/1/2011 18:36,$7.00 ,18,8,3,0,35510
1/1/2011 18:35,1/1/2011 18:36,$8.00 ,12,9,2,0,2471
1/1/2011 18:35,1/1/2011 18:50,$1.00 ,24,6,2,19862,17
1/1/2011 18:35,1/1/2011 21:31,$0.00 ,27,2,7,0,34
1/1/2011 18:35,1/1/2011 21:59,$0.00 ,21,8,7,0,18
1/1/2011 18:36,1/1/2011 18:36,$4.00 ,65,3,7,0,6759
1/1/2011 18:36,1/1/2011 18:36,$4.00 ,65,3,7,0,6760
1/1/2011 18:36,1/1/2011 18:36,$7.00 ,62,13,8,0,17640
1/1/2011 18:36,1/1/2011 18:36,$7.00 ,62,13,8,0,17641
1/1/2011 18:36,1/1/2011 18:37,$7.00 ,18,8,3,0,35511
1/1/2011 18:36,1/1/2011 18:37,$8.00 ,12,9,2,0,2472
1/1/2011 18:36,1/1/2011 22:17,$0.00 ,20,8,7,0,40
1/1/2011 18:37,1/1/2011 18:37,$4.00 ,65,3,7,0,6761
1/1/2011 18:37,1/1/2011 18:37,$4.00 ,65,3,7,0,6762
1/1/2011 18:37,1/1/2011 18:38,$7.00 ,4,2,6,0,48289
1/1/2011 18:37,1/1/2011 18:38,$7.00 ,5,8,3,0,29426
1/1/2011 18:37,1/1/2011 18:38,$7.00 ,18,8,3,0,35512
1/1/2011 18:37,1/1/2011 18:38,$7.00 ,18,8,3,0,35513
1/1/2011 18:37,1/1/2011 18:38,$8.00 ,12,9,2,0,2473
1/1/2011 18:37,1/1/2011 18:38,$7.00 ,36,11,8,0,29715
1/1/2011 18:38,1/1/2011 18:38,$8.00 ,49,12,8,0,2929
1/1/2011 18:38,1/1/2011 18:38,$8.00 ,49,12,8,0,2930
1/1/2011 18:38,1/1/2011 18:38,$7.00 ,62,13,8,0,17642
1/1/2011 18:38,1/1/2011 18:39,$7.00 ,18,8,3,0,35514
1/1/2011 18:38,1/1/2011 18:39,$7.00 ,18,8,3,0,35515
1/1/2011 18:38,1/1/2011 21:41,$0.00 ,27,2,7,0,57
1/1/2011 18:38,1/1/2011 22:06,$7.00 ,23,4,1,75197,19
1/1/2011 18:39,1/1/2011 18:39,$4.00 ,65,3,7,0,6763
1/1/2011 18:39,1/1/2011 18:39,$7.00 ,62,13,8,0,17643
1/1/2011 18:39,1/1/2011 18:40,$7.00 ,5,8,3,0,29427
1/1/2011 18:39,1/1/2011 18:40,$7.00 ,5,8,3,0,29428
1/1/2011 18:39,1/1/2011 18:40,$7.00 ,18,8,3,0,35516
1/1/2011 18:39,1/1/2011 18:40,$7.00 ,36,11,8,0,29716
1/1/2011 18:39,1/1/2011 20:41,$0.00 ,20,8,7,0,18
1/1/2011 18:40,1/1/2011 18:40,$7.00 ,62,13,8,0,17644
1/1/2011 18:40,1/1/2011 18:40,$7.00 ,62,13,8,0,17645
1/1/2011 18:40,1/1/2011 18:40,$8.00 ,50,14,1,0,47
1/1/2011 18:40,1/1/2011 18:41,$7.00 ,4,2,6,0,48290
1/1/2011 18:40,1/1/2011 18:41,$7.00 ,5,8,3,0,29429
1/1/2011 18:40,1/1/2011 18:41,$7.00 ,18,8,3,0,35517
1/1/2011 18:40,1/1/2011 18:41,$7.00 ,18,8,3,0,35518
1/1/2011 18:40,1/1/2011 21:28,$6.00 ,23,4,1,75198,16
1/1/2011 18:40,1/1/2011 22:08,$7.00 ,23,4,1,75199,20
1/1/2011 18:41,1/1/2011 18:41,$7.00 ,62,13,8,0,17646
1/1/2011 18:41,1/1/2011 18:41,$7.00 ,62,13,8,0,17647
1/1/2011 18:41,1/1/2011 18:42,$7.00 ,5,8,3,0,29430
1/1/2011 18:41,1/1/2011 18:42,$7.00 ,18,8,3,0,35519
1/1/2011 18:41,1/1/2011 18:42,$7.00 ,18,8,3,0,35520
1/1/2011 18:41,1/1/2011 20:37,$0.00 ,20,8,7,0,15
1/1/2011 18:41,1/1/2011 21:32,$0.00 ,27,2,7,0,40
1/1/2011 18:42,1/1/2011 18:42,$8.00 ,49,12,8,0,2931
1/1/2011 18:42,1/1/2011 18:42,$8.00 ,49,12,8,0,2932
1/1/2011 18:42,1/1/2011 18:42,$7.00 ,62,13,8,0,17648
1/1/2011 18:42,1/1/2011 18:42,$7.00 ,62,13,8,0,17649
1/1/2011 18:42,1/1/2011 18:43,$7.00 ,4,2,6,0,48291
1/1/2011 18:42,1/1/2011 18:43,$7.00 ,5,8,3,0,29431
1/1/2011 18:42,1/1/2011 18:43,$7.00 ,18,8,3,0,35521
1/1/2011 18:42,1/1/2011 18:43,$8.00 ,12,9,2,0,2474
1/1/2011 18:42,1/1/2011 18:43,$8.00 ,12,9,2,0,2475
1/1/2011 18:43,1/1/2011 18:43,$8.00 ,49,12,8,0,2933
1/1/2011 18:43,1/1/2011 18:43,$8.00 ,49,12,8,0,2934
1/1/2011 18:43,1/1/2011 18:44,$7.00 ,36,11,8,0,29717
1/1/2011 18:43,1/1/2011 21:42,$0.00 ,27,2,7,0,60
1/1/2011 18:43,1/1/2011 22:30,$0.00 ,20,8,7,0,44
1/1/2011 18:44,1/1/2011 18:44,$8.00 ,49,12,8,0,2935
1/1/2011 18:44,1/1/2011 18:44,$8.00 ,49,12,8,0,2936
1/1/2011 18:44,1/1/2011 18:44,$7.00 ,62,13,8,0,17650
1/1/2011 18:44,1/1/2011 18:45,$8.00 ,12,9,2,0,2476
1/1/2011 18:45,1/1/2011 18:45,$8.00 ,49,12,8,0,2937
1/1/2011 18:46,1/1/2011 18:47,$8.00 ,12,9,2,0,2477
1/1/2011 18:47,1/1/2011 18:47,$7.00 ,62,13,8,0,17651
1/1/2011 18:47,1/1/2011 18:48,$7.00 ,4,2,6,0,48292
1/1/2011 18:47,1/1/2011 18:48,$7.00 ,5,8,3,0,29432
1/1/2011 18:47,1/1/2011 18:48,$7.00 ,18,8,3,0,35522
1/1/2011 18:47,1/1/2011 18:48,$7.00 ,18,8,3,0,35523
1/1/2011 18:47,1/1/2011 18:48,$8.00 ,12,9,2,0,2478
1/1/2011 18:47,1/1/2011 18:48,$8.00 ,12,9,2,0,2479
1/1/2011 18:47,1/1/2011 18:52,$0.00 ,40,21,2,3114,1
1/1/2011 18:48,1/1/2011 18:48,$7.00 ,64,13,8,0,5484
